100000 400000
1539 63535 39
1539 97950 25
1540 61911 52
1540 76161 7
1541 23384 83
1541 71205 86
1541 74988 25
1541 90947 64
1542 8787 11
1542 59330 1
1542 96646 60
1543 8956 24
1543 9561 99
1544 57079 22
1544 61017 47
1544 93991 66
1545 37238 81
1545 62373 100
1546 11760 46
1546 12093 95
1546 21676 57
1546 22814 20
1546 23947 8
1547 4560 69
1547 6578 13
1547 11257 21
1547 16840 17
1547 74870 6
1547 79943 33
1547 90184 73
1548 33166 36
1548 37589 71
1548 80746 98
1549 14279 88
1549 27876 77
1549 64042 80
1549 83796 74
1549 88606 2
1550 30296 44
1550 37031 84
1550 41189 2
1550 79131 3
1551 75132 8
1551 89290 1
1551 96697 24
1552 30329 54
1552 94305 66
1553 8127 5
1553 9662 53
1553 25789 12
1553 37936 99
1553 38610 10
1553 54541 31
1553 65456 7
1553 66490 79
1553 68700 44
1554 4667 27
1554 18051 96
1554 23115 49
1554 84618 59
1554 89243 68
1554 98369 84
1555 18299 30
1555 24897 66
1555 47637 72
1555 59302 6
1555 78662 45
1555 92063 45
1555 96590 8
1556 40833 89
1556 62779 29
1556 90811 9
1557 12560 91
1557 66319 36
1557 70019 10
1558 11464 15
1558 28397 89
1558 29453 75
1558 42858 20
1558 73441 42
1559 45970 87
1559 58283 19
1560 28552 51
1560 51546 17
1560 87330 25
1561 81781 30
1562 15766 61
1562 17631 52
1562 25966 25
1562 63275 9
1562 65450 11
1562 80738 93
1562 81827 93
1562 87205 40
1563 1547 59
1563 8998 64
1563 15989 46
1563 40261 4
1563 68043 9
1563 92581 53
1563 98587 92
1564 2722 37
1564 32377 62
1564 36945 83
1564 42318 72
1564 99727 72
1565 36340 97
1565 36880 60
1565 61803 46
1565 76031 17
1566 64636 1
1567 2332 32
1567 28119 36
1568 53286 52
1568 74553 49
1568 82771 61
1568 97294 82
1569 22696 9
1569 40428 12
1569 60920 7
1569 67793 18
1569 86193 22
1570 52347 99
1570 52851 11
1570 57318 62
1570 62441 57
1570 68268 74
1570 70931 7
1570 72275 60
1570 95882 83
1571 20178 60
1571 23145 52
1571 66787 19
1571 90428 22
1572 9111 34
1572 19343 90
1572 24026 93
1572 37771 31
1572 86052 49
1573 30340 39
1573 78746 47
1573 83041 50
1573 92133 71
1573 97506 82
1573 99972 2
1574 6996 19
1574 28412 43
1574 33137 83
1574 39464 28
1574 43929 54
1574 55579 89
1574 63319 46
1575 448 76
1575 1095 88
1575 29922 56
1575 58135 37
1575 78208 45
1576 17319 30
1576 22442 44
1576 37520 5
1576 38797 12
1576 42523 4
1577 1028 56
1577 8765 30
1577 45623 25
1578 16014 89
1578 53755 20
1578 79077 18
1579 62761 20
1580 58525 69
1580 65007 56
1581 7351 66
1581 12728 18
1581 40584 26
1581 65770 48
1582 314 20
1582 6903 45
1582 32929 90
1582 36921 3
1582 79010 73
1583 46469 44
1583 59485 92
1583 71204 18
1583 95283 19
1584 3133 80
1584 12930 74
1584 23218 56
1584 85683 24
1585 27179 3
1585 70361 100
1586 5740 29
1586 45324 15
1587 10214 4
1587 20298 84
1587 27156 45
1587 91990 28
1587 92298 73
1587 98497 64
1588 8672 46
1588 95001 92
1589 3019 32
1589 6597 1
1589 27659 58
1589 38136 50
1589 46200 27
1589 91311 5
1590 27024 69
1590 33448 71
1590 34654 95
1590 61517 72
1590 67374 44
1590 70613 39
1590 72680 63
1590 86417 61
1590 99244 57
1591 25676 43
1591 61486 34
1591 84733 13
1592 7798 66
1592 16147 37
1592 21437 13
1592 26836 94
1592 35448 52
1592 39787 16
1592 80515 78
1593 6558 96
1593 47923 44
1593 56145 51
1593 67633 59
1593 80898 89
1594 83920 42
1595 44124 90
1595 50735 90
1595 64870 99
1595 89821 40
1596 17452 16
1596 22911 4
1596 74841 9
1596 84164 87
1597 6051 99
1598 11211 80
1598 24565 30
1598 24866 37
1598 60130 43
1599 789 90
1599 21013 94
1599 95054 85
1600 80307 24
1600 82552 7
1600 99322 51
1601 12297 61
1601 65957 19
1601 68661 44
1602 23824 12
1602 71496 35
1603 7010 22
1603 36649 7
1603 53162 78
1604 13538 72
1605 35919 66
1605 55775 67
1605 62765 14
1605 81418 56
1606 2129 56
1606 5587 12
1606 41560 95
1606 66847 72
1606 89548 16
1606 96976 3
1607 7266 58
1607 34323 15
1607 84489 82
1608 30493 87
1609 23432 51
1609 63854 25
1610 1847 77
1610 20834 45
1610 69793 9
1610 82095 1
1611 98675 51
1612 23725 59
1612 75771 62
1613 85957 70
1614 47919 3
1614 65240 73
1614 72723 4
1614 99147 25
1615 47866 80
1615 62413 82
1615 80504 96
1615 85451 45
1616 41963 49
1616 67431 9
1616 83233 1
1616 92104 4
1617 17501 21
1617 75430 95
1617 84515 76
1618 10023 37
1618 20161 97
1618 75800 33
1618 76823 51
1619 8548 79
1619 24080 20
1619 40654 2
1619 49264 4
1619 53908 97
1619 83406 47
1620 38931 12
1621 59644 97
1621 70667 97
1621 75426 71
1621 89185 59
1621 93960 67
1622 11716 74
1622 13155 31
1622 38910 70
1622 49796 98
1622 64346 11
1622 64561 52
1623 1654 94
1623 9620 56
1623 45479 100
1623 53934 3
1623 76904 56
1623 81718 4
1624 24410 24
1624 33960 51
1624 58953 79
1624 79469 60
1624 85352 47
1625 3292 12
1625 61999 11
1625 70053 26
1625 79114 31
1626 6647 13
1626 55010 29
1626 68004 27
1626 72211 59
1627 40668 41
1627 49571 24
1627 64433 55
1627 69059 12
1627 90778 82
1628 22808 22
1629 7927 86
1629 49374 13
1629 61242 91
1629 61687 84
1629 63642 24
1630 24289 43
1630 40165 78
1630 45810 79
1630 54860 42
1630 62095 80
1630 67785 35
1630 76920 46
1631 2303 4
1631 6974 85
1631 21181 24
1631 46949 63
1631 49349 32
1631 83422 36
1632 49892 74
1632 53036 58
1632 76933 66
1632 81734 86
1632 87557 87
1632 93969 93
1632 97226 45
1633 55479 28
1634 79269 17
1635 5666 100
1635 13265 39
1635 16084 98
1635 42602 21
1635 65695 25
1635 84587 11
1636 5572 12
1636 19645 8
1636 55147 34
1637 34298 54
1637 69135 85
1637 93989 13
1638 13253 96
1638 34356 65
1639 5327 47
1639 84189 41
1639 85206 68
1639 88313 32
1639 88917 65
1639 93086 31
1640 31477 64
1640 40551 100
1640 69709 4
1641 20927 21
1641 86895 66
1642 3187 90
1642 15612 8
1642 28182 58
1642 34475 34
1642 47060 35
1642 71082 75
1642 86032 34
1643 60694 74
1643 77687 72
1643 79482 54
1643 96047 98
1643 96591 82
1643 98857 65
1644 22679 5
1644 33131 16
1644 36203 18
1645 66028 90
1645 83939 28
1646 29229 13
1647 21421 54
1647 56747 75
1647 85393 54
1647 91367 21
1647 96262 6
1647 99983 18
1648 15249 51
1648 45782 69
1648 64223 17
1648 89734 55
1649 5245 90
1649 40548 82
1649 50734 45
1649 53174 97
1650 26949 40
1650 81139 79
1650 90201 31
1651 19339 14
1651 34815 12
1651 74389 5
1651 80455 86
1651 80795 65
1651 86522 2
1652 23843 68
1652 38136 29
1653 38024 7
1653 56162 83
1653 64011 47
1653 64115 96
1653 74841 10
1653 76499 60
1653 83547 49
1654 65279 84
1654 66947 13
1655 10176 69
1655 34117 90
1655 91851 30
1655 98838 20
1656 3204 59
1656 7937 47
1656 16821 75
1656 52654 48
1656 64096 29
1656 69469 19
1656 73668 45
1656 91083 68
1657 17500 97
1657 50289 76
1657 90706 82
1658 35534 8
1658 43559 80
1658 46898 68
1658 73957 72
1659 33951 81
1660 376 35
1660 5936 1
1660 26287 87
1660 35469 18
1660 46970 47
1660 59387 82
1660 60398 28
1660 89632 6
1661 11602 31
1661 32382 12
1661 70514 19
1662 17053 100
1662 18320 1
1662 28711 48
1662 39272 20
1662 87162 59
1663 8077 95
1663 27556 94
1663 32997 7
1663 58906 23
1663 61019 12
1663 98902 51
1664 12380 91
1664 31540 8
1664 89986 26
1666 2694 73
1666 11068 16
1666 18524 5
1666 53236 40
1666 53765 87
1666 57216 86
1666 73968 75
1666 91230 88
1667 17861 73
1667 95591 93
1668 5392 35
1668 30626 55
1669 33748 20
1669 35450 41
1669 53416 85
1669 89629 31
1670 23276 59
1670 39435 84
1670 41536 32
1670 63935 7
1670 87772 4
1670 91164 90
1671 10032 1
1671 13008 97
1671 16590 97
1671 52376 23
1671 93261 8
1672 37901 47
1672 42221 13
1672 54004 16
1672 94607 73
1673 3644 85
1673 35987 31
1673 56717 77
1673 65073 25
1674 1680 18
1674 11676 63
1674 81831 99
1675 26339 5
1675 39441 35
1675 44381 91
1676 25575 40
1676 47244 89
1676 93862 11
1677 25305 80
1677 27385 73
1677 57854 41
1677 92420 38
1678 22177 57
1678 25741 72
1678 70937 44
1679 6870 60
1679 8207 62
1679 50005 44
1679 59988 57
1679 99992 58
1680 41317 66
1680 92219 65
1681 19026 5
1681 54715 79
1681 85746 80
1681 86299 77
1682 18942 64
1682 21677 11
1682 42437 54
1682 61413 88
1682 61715 29
1683 21570 16
1683 30697 87
1683 32202 34
1683 34103 50
1683 57692 77
1683 92981 73
1684 4462 38
1684 74055 87
1685 3525 52
1685 3751 11
1685 8234 28
1685 49566 89
1685 58078 68
1685 59797 100
1685 59832 33
1685 74246 27
1685 91429 62
1685 99960 76
1686 3009 84
1686 80299 20
1687 2375 42
1688 61880 48
1688 98618 24
1689 17901 20
1689 19506 27
1689 37318 100
1689 53582 84
1689 66158 38
1690 12722 54
1690 17771 71
1690 71355 66
1690 85398 69
1690 93711 57
1691 77526 100
1692 7842 19
1692 46458 34
1693 41448 72
1693 66453 56
1693 80274 21
1693 94403 23
1693 98145 67
1694 8335 49
1694 9478 12
1694 52101 34
1694 75707 48
1694 91250 44
1695 34084 61
1695 38151 9
1695 38657 19
1695 74835 44
1696 37079 28
1696 43691 61
1696 55092 91
1696 63230 52
1697 21018 81
1697 37921 18
1697 38741 52
1697 68144 64
1698 1956 56
1698 18602 5
1698 20784 34
1698 29953 21
1698 57413 74
1698 71581 91
1698 85080 21
1699 33660 92
1699 50630 24
1699 86164 92
1700 20047 48
1700 65009 45
1701 7792 15
1701 36815 14
1701 50165 93
1701 59756 26
1701 79638 47
1701 83997 40
1701 97960 70
1703 5993 8
1703 11802 49
1703 23591 89
1703 51677 51
1703 99656 77
1704 5739 49
1704 22555 42
1704 34251 28
1704 35128 29
1704 46323 59
1704 56250 80
1704 92167 93
1704 95182 14
1705 37750 84
1705 94310 26
1706 29799 35
1706 37277 57
1706 47693 17
1706 78620 55
1706 89186 49
1707 23975 40
1707 24502 47
1707 45586 96
1707 57439 84
1708 34994 61
1708 55981 9
1708 64315 77
1708 74573 87
1709 16655 56
1709 21078 16
1709 31313 56
1709 46465 64
1709 76643 65
1710 7569 44
1710 14376 14
1710 25186 41
1710 48732 93
1710 82555 56
1711 18922 69
1711 36205 21
1711 38766 14
1711 41888 48
1711 62878 14
1711 92299 28
1712 30871 31
1712 31382 40
1712 36455 63
1712 77961 88
1713 50620 56
1713 91720 18
1714 5991 36
1714 40250 96
1714 54819 64
1715 43537 31
1715 80961 80
1715 96210 25
1716 23373 40
1716 47474 56
1716 98616 11
1717 21112 96
1717 30157 71
1718 19306 66
1719 5451 59
1719 22360 36
1719 22895 10
1719 84458 73
1720 10370 76
1720 13933 2
1720 26063 28
1721 16945 44
1721 26303 23
1721 51322 42
1721 51547 91
1721 60484 36
1721 60540 70
1722 2100 22
1722 23882 75
1722 34349 32
1722 42194 9
1722 59011 30
1722 60962 50
1722 67328 45
1722 69220 25
1723 39289 13
1723 61117 76
1724 5640 5
1724 20017 37
1724 62168 16
1724 72074 60
1725 18012 48
1725 81371 11
1726 13437 31
1726 13700 13
1726 20788 70
1726 84132 66
1726 85022 22
1727 26313 43
1727 27278 42
1727 66981 23
1727 75291 70
1727 76726 85
1727 88792 46
1727 98312 12
1728 80749 76
1729 22111 81
1729 22983 81
1729 43935 97
1729 47115 55
1729 76382 13
1730 179 6
1730 7101 85
1730 50396 62
1730 52585 50
1730 87443 10
1731 1714 75
1731 11535 26
1731 20685 14
1731 44999 12
1731 64814 41
1732 41854 74
1732 42327 59
1732 61021 52
1733 11620 4
1733 14475 71
1733 32531 21
1733 40031 70
1733 41237 93
1733 46314 64
1733 48036 11
1733 50025 16
1733 89169 33
1733 91361 95
1734 5220 61
1734 62303 45
1734 88615 70
1735 1935 42
1735 16019 25
1735 38114 67
1735 75486 96
1735 81897 38
1735 87244 73
1735 90644 81
1736 20527 100
1736 23242 23
1736 46762 90
1737 32048 74
1737 70272 48
1738 13180 4
1738 21975 85
1738 33180 88
1738 47495 77
1738 55728 44
1738 69898 40
1738 98223 80
1739 11745 14
1739 39956 61
1740 4721 49
1740 21616 7
1740 32946 24
1741 28391 59
1741 78799 23
1741 87382 57
1742 20701 54
1742 45889 83
1742 54673 1
1742 59446 24
1742 97101 24
1743 73045 26
1743 77322 91
1743 89102 20
1744 9231 63
1744 67922 63
1744 90606 1
1745 11663 62
1745 31039 85
1745 42407 90
1745 71762 36
1745 72068 32
1745 77776 94
1746 31904 20
1747 6892 20
1747 10986 70
1747 12384 63
1747 13723 59
1747 51563 50
1748 53197 77
1748 66461 20
1749 12206 99
1749 18124 84
1749 19236 43
1749 49463 58
1749 75231 6
1749 79494 99
1749 98139 11
1750 3473 89
1750 13361 100
1750 31302 35
1750 31439 13
1751 10190 25
1751 13344 25
1751 23340 33
1751 25307 87
1751 67090 87
1751 76309 33
1752 64389 49
1752 76326 72
1752 79302 23
1752 86806 84
1753 78007 3
1754 64635 16
1754 65680 4
1754 74431 23
1754 83291 86
1754 94635 66
1755 12409 82
1755 72696 35
1755 72955 43
1756 40696 1
1757 4061 34
1757 83824 27
1757 85139 44
1757 94919 91
1758 12725 33
1758 41170 42
1758 51998 2
1758 93058 21
1759 7973 41
1759 22025 37
1759 48856 34
1759 61008 66
1759 80107 61
1760 6011 66
1760 37586 52
1760 61237 48
1760 73919 99
1761 5736 100
1761 19220 19
1761 26488 22
1761 35750 83
1761 45067 22
1762 770 37
1762 4880 86
1762 16316 45
1762 32957 23
1762 45959 52
1762 46453 26
1762 55466 58
1763 6447 95
1763 18491 27
1763 55887 91
1763 96893 22
1764 3981 70
1764 36757 82
1764 55590 54
1764 57552 12
1764 79202 83
1764 83008 75
1765 16398 53
1765 25955 19
1765 42116 8
1765 55819 18
1765 61990 80
1766 23696 74
1766 64692 70
1767 3720 27
1767 20918 72
1767 27505 69
1767 28739 46
1767 41546 94
1768 42028 52
1768 87362 68
1768 91967 30
1769 5668 38
1769 6931 12
1769 29446 52
1769 30413 89
1769 53266 37
1769 63553 10
1769 75047 84
1769 94938 64
1770 27958 100
1770 63569 5
1771 45255 34
1771 69885 82
1771 74111 59
1772 27717 45
1772 29030 64
1772 47129 33
1772 99619 98
1773 47808 83
1773 78828 40
1774 49502 15
1774 61348 63
1774 70084 14
1775 14793 84
1775 39514 90
1775 46229 86
1775 98397 53
1775 98636 35
1776 53934 79
1776 69340 4
1776 74853 2
1776 76016 9
1777 74529 41
1778 35141 14
1778 38439 61
1778 50253 30
1778 62149 51
1779 2104 70
1780 53930 14
1780 82872 14
1780 92292 70
1781 70158 19
1782 17124 47
1782 22647 51
1782 65322 77
1782 84714 91
1782 94267 15
1783 30255 9
1783 85153 89
1784 2570 97
1784 18829 49
1784 52708 3
1784 64972 60
1784 86716 63
1784 88362 87
1784 91984 49
1785 6153 48
1785 22023 39
1785 72036 84
1785 72545 27
1785 78691 43
1785 85777 86
1786 31671 35
1786 72299 84
1787 46181 99
1787 54465 95
1787 63500 14
1787 97972 49
1788 1728 65
1788 5920 27
1788 36504 62
1788 57186 34
1789 25860 46
1789 67492 8
1790 21290 84
1790 31906 22
1790 34587 99
1790 78613 98
1790 86846 30
1790 96637 87
1791 31803 95
1791 37961 79
1792 11720 90
1792 13462 54
1792 13790 41
1792 24306 76
1792 28228 3
1792 82407 89
1792 85514 15
1792 91871 86
1793 5342 15
1793 8583 57
1793 26274 71
1793 65290 49
1793 74105 41
1793 81334 69
1794 778 44
1794 34947 54
1794 40001 18
1794 90641 8
1795 4206 81
1795 47817 79
1795 56062 42
1795 65442 26
1795 67265 87
1796 14732 25
1796 25244 47
1796 32962 86
1796 33904 23
1796 63121 77
1796 65338 73
1796 90088 17
1796 96747 56
1797 3043 63
1797 18569 71
1797 67301 96
1797 71241 38
1797 71868 73
1798 28788 85
1798 32926 53
1798 75684 59
1799 19045 99
1799 23635 10
1799 65009 30
1799 75489 48
1800 1818 50
1800 20025 99
1800 35119 92
1800 75366 3
1800 82259 16
1801 13731 100
1801 25799 84
1801 29647 94
1801 34925 41
1801 35405 9
1801 49804 81
1801 60957 65
1801 69759 56
1801 77216 67
1801 77366 87
1801 85537 32
1801 88961 39
1802 24607 4
1802 38437 87
1802 44895 1
1802 54574 74
1802 57115 83
1802 59092 39
1802 63638 47
1803 7190 68
1803 25034 92
1804 45170 5
1804 49835 66
1804 71906 1
1804 83197 34
1804 90104 14
1805 1516 50
1805 52656 32
1805 57555 6
1805 95210 53
1805 95781 47
1806 40337 5
1806 41673 36
1806 44304 41
1806 48785 45
1806 60386 44
1807 13214 22
1807 15863 9
1807 19783 99
1807 43876 88
1807 49136 96
1807 49238 31
1808 70322 27
1808 71406 99
1809 2333 18
1809 23491 27
1809 31426 72
1809 45218 1
1809 50331 66
1809 82708 19
1809 95335 68
1810 67742 57
1810 87101 23
1810 98240 34
1811 20295 57
1811 59660 57
1812 5174 47
1812 32017 7
1812 35385 89
1812 40715 52
1812 45877 59
1813 40633 36
1813 60579 57
1813 72209 95
1813 88989 76
1813 96409 1
1814 8843 38
1814 49822 98
1814 63492 10
1814 78332 37
1815 89200 85
1815 90632 5
1816 86714 68
1817 8779 11
1817 8898 3
1817 21930 85
1817 51250 38
1817 67330 75
1817 70636 85
1817 80493 4
1817 80538 93
1817 85919 52
1818 4990 61
1818 85256 16
1819 38093 85
1819 82852 18
1819 93946 72
1820 7896 32
1820 74636 24
1820 93402 61
1821 3992 84
1821 32644 83
1821 44122 96
1822 31645 40
1822 31955 77
1822 53598 72
1822 62815 40
1822 63369 15
1822 69701 69
1823 3102 49
1823 16557 51
1823 54319 54
1823 54326 54
1823 62364 18
1823 88686 64
1824 9758 56
1824 12457 2
1824 20496 2
1825 37137 31
1826 23216 87
1826 38203 6
1826 48354 24
1826 61363 38
1826 92907 66
1827 5166 40
1827 22099 23
1827 32249 83
1828 31179 12
1828 45580 54
1828 60732 7
1829 18603 72
1829 22110 37
1829 48929 89
1829 64423 67
1829 82076 77
1830 11403 66
1830 36398 38
1830 45064 16
1830 52679 80
1831 29754 6
1831 54241 65
1831 62050 30
1831 64977 59
1831 82726 18
1831 89475 48
1832 25269 23
1832 86395 74
1832 89650 50
1832 92390 25
1833 17633 5
1833 25343 36
1833 88397 31
1834 62174 28
1834 73480 74
1834 95568 96
1835 9635 68
1835 55689 96
1835 58291 79
1835 69961 79
1836 43522 50
1836 49901 86
1836 55207 51
1837 7469 86
1837 14114 74
1837 38062 17
1837 51488 63
1838 49456 39
1838 52439 55
1838 57444 78
1839 16184 19
1839 74116 61
1839 87791 43
1840 10205 48
1841 4769 20
1841 15269 60
1841 15449 96
1841 82278 43
1841 95133 34
1842 22116 46
1843 646 68
1843 54449 38
1843 71155 82
1843 73897 98
1843 78402 66
1844 47691 55
1844 86073 94
1844 99819 33
1845 10856 51
1845 17156 72
1845 51708 12
1845 52826 100
1845 84994 57
1845 98119 62
1846 20069 86
1846 20363 31
1846 41742 79
1846 41933 48
1846 60101 70
1846 74573 34
1847 8628 26
1847 51892 88
1847 64437 94
1847 71443 68
1847 97777 36
1848 18400 14
1848 70899 28
1848 85207 32
1848 89742 56
1848 97643 61
1849 6203 77
1849 37258 23
1849 39229 99
1849 44713 58
1849 53846 21
1849 83496 64
1850 22930 13
1850 67696 14
1850 68359 97
1851 13287 63
1851 17434 85
1851 53788 9
1851 64595 63
1851 65342 42
1851 83864 71
1851 90343 48
1852 9991 73
1852 16368 50
1852 37406 96
1852 46285 43
1852 55379 83
1852 78402 21
1852 78777 31
1852 89912 77
1852 92612 89
1852 97561 66
1853 240 90
1853 8547 17
1853 62423 98
1854 5010 46
1854 6835 78
1854 35214 74
1854 46044 69
1854 62216 76
1855 1752 32
1855 15959 89
1855 27450 40
1855 31633 44
1855 60618 2
1855 75517 37
1855 85324 6
1855 86350 87
1855 93095 45
1855 97006 69
1856 49466 29
1856 59997 16
1856 89426 16
1856 96195 1
1857 2737 65
1857 8415 12
1857 17147 44
1857 31031 47
1857 45807 33
1857 64159 74
1857 95852 24
1858 38200 22
1858 42260 40
1858 47217 13
1858 65901 38
1858 69028 37
1858 73851 59
1859 7626 15
1859 26035 11
1859 29729 27
1859 32659 91
1859 35974 42
1859 89534 15
1860 25665 31
1860 33816 85
1861 1562 16
1861 14683 67
1861 31652 91
1861 34554 2
1861 36305 12
1861 43598 59
1861 57707 30
1861 58537 27
1861 79288 75
1861 98246 31
1862 5692 92
1862 7733 86
1862 18652 75
1862 49123 38
1862 56863 19
1862 66344 48
1862 89680 62
1863 1415 40
1863 1813 88
1863 36410 74
1863 48731 77
1863 57391 25
1864 23813 32
1864 68596 92
1864 88710 35
1865 11387 58
1865 38243 83
1865 54828 76
1865 97036 73
1866 26964 13
1866 46497 61
1866 80758 88
1866 82604 80
1867 10030 52
1867 57045 90
1867 60473 91
1867 93044 11
1867 95408 20
1868 39497 18
1868 75573 86
1868 76977 51
1869 15025 9
1869 47069 72
1869 77665 25
1869 79746 47
1871 11200 90
1871 41870 73
1871 85424 9
1872 53754 29
1872 58270 60
1872 64635 82
1873 11555 5
1873 26549 85
1873 54923 14
1873 75825 97
1874 18021 19
1874 22187 72
1874 57367 79
1874 58800 95
1875 40072 44
1875 71957 92
1875 72499 56
1875 78342 32
1875 88512 71
1876 3106 7
1876 19832 22
1876 65705 62
1877 48145 18
1877 55571 41
1877 96752 80
1878 12274 3
1878 41857 91
1878 60570 89
1878 86284 74
1878 88085 16
1878 97137 35
1879 35257 63
1879 87170 88
1879 95920 43
1879 96381 91
1880 28909 48
1881 8357 25
1881 39575 96
1881 51802 32
1881 61596 39
1882 13376 92
1882 47526 51
1882 58252 11
1883 21081 71
1883 84234 46
1883 99961 55
1884 13960 62
1884 37782 1
1884 55027 87
1884 68685 32
1884 83890 8
1884 86566 8
1885 4685 94
1885 10475 25
1885 30185 48
1885 31647 73
1885 43670 27
1885 47721 39
1885 47818 61
1885 49035 100
1885 51775 54
1885 77655 96
1885 81122 62
1886 181 42
1886 1532 39
1886 13018 52
1886 16327 90
1886 20090 64
1886 82618 48
1886 94329 21
1887 2687 3
1887 13202 39
1887 38657 72
1887 83099 13
1888 47730 10
1888 80619 17
1888 89777 67
1889 42745 71
1889 72993 18
1890 48 53
1890 53099 3
1890 55850 25
1890 65411 61
1890 82888 97
1891 12464 49
1891 34385 8
1891 67003 69
1891 96836 75
1892 4717 47
1892 27097 30
1893 27804 74
1893 38986 1
1893 46318 25
1893 75140 35
1893 77330 42
1894 23658 64
1894 28454 87
1894 30520 31
1894 30584 27
1894 52778 35
1894 63335 52
1894 67718 29
1894 77119 74
1894 92476 24
1895 11538 41
1895 39469 83
1895 40186 40
1895 73765 8
1896 2329 54
1896 11050 57
1896 23359 61
1896 85319 56
1897 7066 82
1897 48747 21
1897 55379 52
1897 60780 30
1897 93785 29
1898 34185 21
1898 35718 4
1899 6123 75
1899 15878 50
1899 21938 78
1899 36882 75
1900 49241 74
1900 60415 13
1900 92368 17
1900 92955 37
1901 5300 99
1901 73580 48
1902 8001 64
1902 31101 34
1902 74146 99
1902 83019 92
1903 17150 7
1903 53332 23
1904 70718 33
1904 72498 89
1904 77423 63
1904 86033 41
1905 47698 42
1906 33131 20
1906 56436 1
1906 66483 98
1906 80496 1
1906 93019 22
1907 25724 50
1907 39800 30
1907 43222 50
1907 51122 70
1908 100 34
1908 9009 25
1908 16924 20
1908 27994 11
1908 97868 100
1909 8623 94
1909 13764 23
1909 16339 16
1910 17254 31
1910 31784 22
1910 35792 63
1910 58195 94
1910 62025 55
1910 63001 62
1910 99182 86
1911 4328 61
1911 6958 84
1911 23181 18
1911 45335 49
1911 54573 46
1911 68198 58
1911 72165 91
1911 96923 65
1912 31025 59
1912 85807 88
1913 9731 66
1913 23321 80
1913 53310 38
1913 56177 95
1914 13929 30
1914 25018 8
1914 57458 28
1914 59016 54
1915 45543 27
1915 46519 38
1915 67234 54
1916 57496 20
1916 65489 60
1916 70488 69
1916 75957 50
1917 28258 82
1917 49481 32
1917 56662 43
1917 93431 36
1918 14481 94
1918 71861 29
1919 4513 96
1919 8320 78
1919 8540 46
1919 15636 45
1919 45462 24
1919 61080 4
1919 69397 36
1920 428 89
1920 1702 63
1920 34081 24
1920 38024 54
1920 48900 42
1920 74905 61
1921 3433 48
1921 5752 72
1921 37574 68
1921 59429 76
1921 61600 26
1922 51887 95
1922 59242 13
1922 59710 79
1922 77251 14
1922 96978 73
1923 5856 48
1923 8085 64
1923 16449 54
1923 60336 80
1924 2824 7
1924 7603 90
1924 9530 73
1924 29487 35
1924 45200 86
1924 51597 51
1925 6825 81
1925 28646 31
1925 29362 74
1925 39124 84
1925 74448 66
1925 83485 62
1926 27514 46
1927 6272 89
1927 6540 16
1927 19219 88
1927 53291 50
1928 27031 64
1928 31798 59
1928 34306 18
1928 79204 39
1928 91514 85
1929 16167 12
1929 33376 51
1929 84900 63
1930 24638 26
1930 26457 24
1930 27301 10
1930 35226 89
1930 40441 78
1930 40799 90
1931 42880 96
1931 83194 67
1932 10479 62
1932 49095 30
1932 96531 53
1932 98867 13
1933 5398 10
1933 45248 83
1933 56729 86
1933 70039 94
1933 82952 49
1934 33873 48
1934 58085 39
1934 74920 37
1934 80857 64
1935 20041 27
1935 35739 87
1935 36013 27
1935 65775 86
1935 88508 4
1935 92093 65
1936 45007 70
1936 62326 15
1936 96275 16
1937 118 32
1937 2464 40
1937 32030 39
1937 41057 42
1937 60476 29
1937 68920 17
1938 41042 31
1938 50774 24
1939 24651 84
1939 53103 93
1940 4460 54
1940 8683 36
1940 9828 6
1940 25400 63
1940 35821 19
1940 38088 92
1940 50708 56
1940 53900 67
1940 74653 39
1940 86459 95
1940 93593 4
1941 28012 3
1941 65530 22
1941 82938 90
1942 3370 29
1942 7829 7
1942 71909 93
1942 72012 93
1943 9987 76
1943 31373 7
1943 33054 8
1943 33331 8
1943 89715 47
1944 21784 47
1945 23191 50
1945 39929 75
1945 78448 63
1945 87953 80
1945 92591 99
1945 98592 47
1946 6988 73
1946 29508 52
1946 39328 82
1946 51805 78
1946 71203 15
1946 79144 1
1946 81727 69
1947 51298 71
1947 74315 67
1948 11429 8
1948 24694 65
1948 36038 71
1948 37953 10
1948 38948 87
1948 48572 60
1948 68303 39
1948 78703 93
1948 88100 52
1948 97132 31
1949 26703 68
1949 73353 59
1950 53034 39
1950 76149 76
1950 90725 6
1951 11994 86
1951 33828 25
1951 55541 81
1951 71083 49
1951 84016 5
1952 24713 79
1952 39601 95
1953 14561 78
1953 41907 31
1953 73470 77
1953 79665 56
1954 79519 45
1954 89789 77
1954 91288 24
1955 14253 15
1955 25022 44
1955 42109 32
1956 53011 80
1956 89312 14
1957 61620 42
1957 76322 66
1957 80355 74
1958 8220 81
1958 18776 59
1958 31052 26
1958 95877 12
1959 28388 27
1959 65640 85
1959 91519 50
1960 22858 2
1960 63344 90
1961 45378 36
1961 46413 26
1961 50749 71
1961 62409 85
1961 98854 31
1962 19855 50
1962 33220 79
1962 86404 8
1962 90360 80
1963 4308 56
1963 29961 63
1963 31827 25
1963 71202 33
1964 31462 87
1964 50357 39
1964 57117 77
1964 59381 19
1964 72474 19
1964 91556 90
1964 95552 60
1965 31694 85
1965 68913 64
1965 69380 40
1965 90710 43
1966 12362 89
1966 30385 52
